,ROI000,ROI001,ROI002,ROI003,ROI004,ROI005,ROI006,ROI007,ROI008,ROI009,ROI010,ROI011,ROI012,ROI013,ROI014,ROI015,ROI016,ROI017,ROI018,ROI019,ROI020,ROI021,ROI022,ROI023,ROI024,ROI025,ROI026,ROI027,ROI028,ROI029,ROI030,ROI031,ROI032,ROI033,ROI034,ROI035,ROI036,ROI037,ROI038,ROI039,ROI040,ROI041,ROI042,ROI043,ROI044,ROI045,ROI046,ROI047,ROI048,ROI049,ROI050,ROI051,ROI052,ROI053,ROI054,ROI055,ROI056,ROI057,ROI058,ROI059,ROI060,ROI061,ROI062,ROI063,ROI064,ROI065,ROI066,ROI067,ROI068,ROI069,ROI070,ROI071,ROI072,ROI073,ROI074,ROI075,ROI076,ROI077,ROI078,ROI079,ROI080,ROI081,ROI082,ROI083,ROI084,ROI085,ROI086,ROI087,ROI088,ROI089,ROI090,ROI091,ROI092,ROI093,ROI094,ROI095,ROI096,ROI097,ROI098,ROI099,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129,ROI130,ROI131,ROI132,ROI133,ROI134,ROI135,ROI136,ROI137,ROI138,ROI139,ROI140,ROI141,ROI142,ROI143,ROI144,ROI145,ROI146,ROI147,ROI148,ROI149,ROI150,ROI151,ROI152,ROI153,ROI154,ROI155,ROI156
0 days 00:17:40.500000,-0.0272504,-4.66864e-05,0.00795226,0.023462,0.0120353,-0.00381464,-0.0127699,-0.00787068,0.00355293,0.0176432,-0.0292564,0.013906,-0.00610161,-0.018699,0.0171654,-0.0187735,-0.0297581,0.012315,0.0109292,-0.0303727,0.0114347,0.00892642,-0.0152615,-0.0134625,-0.00748265,-0.033089,0.000140865,-0.0273917,-0.0270967,-0.014328,-0.0180923,0.0102129,-0.00682893,-0.0206483,-0.0161699,0.0230698,-0.00858349,-0.00356407,-0.00466405,-0.0368336,-0.0078299,0.00385097,0.0230266,-0.0136632,-0.00634115,-0.0157988,0.00372676,-0.0111109,-0.00502006,-0.00470077,-0.0152876,-0.0343589,-0.0244709,0.011181,-0.0252626,-0.0383642,-0.0389927,-0.00535097,0.0059922,0.0200183,-0.0149344,0.0212849,-0.00208428,-0.0553347,-0.0331741,-0.0324793,-0.0337753,-0.00109124,-0.00284652,-0.0299475,-0.0348003,-0.0289808,-0.0110371,-0.0250365,-0.0223476,0.00190424,-0.0160851,-0.0593471,-0.000595955,-0.0271756,-0.0168885,0.0240123,-0.0295324,0.0286553,-0.0305262,-0.015488,-0.0253102,-0.00917028,-0.0160017,0.00287129,-0.00240876,0.00918323,0.0202861,0.00620256,-0.00750434,-0.0109069,-0.0281809,-0.0424392,0.00767523,-0.0262457,-0.0367394,-0.0211881,0.000265363,-0.0482155,0.00355649,-0.0375294,-0.0489916,-0.00665327,-0.0274535,0.0261177,0.0175432,-0.00527478,-0.0275443,-0.0171608,-0.0287581,-0.0327289,0.0244843,-0.00737934,0.00749855,-0.0377535,-0.0116628,-0.00461367,-0.0224515,-0.0272191,-0.0179983,-0.0133409,-0.0239138,-0.0106108,0.00406051,0.000669708,-0.0251434,-0.0486202,-0.0364015,-0.0375603,-0.0255133,0.0261482,0.00929706,-0.0346963,-0.0452721,-0.0310837,-0.0107977,-0.0232921,0.0312202,-0.000554945,0.0036643,-0.00144878,-0.0234873,-0.0112064,-0.0266284,0.0129829,0.00900522,-0.000100453,-0.013296,-0.0205875,-0.00555993,-0.00400895,0.0186706
0 days 00:17:42,-0.0125447,-0.0336413,-0.00426843,0.0315697,0.0197197,-5.85594e-05,-0.0174471,-0.0152332,-0.0269223,0.0543422,-0.0238304,-0.000128367,-0.0149358,-0.000892597,0.0144035,-0.0368165,-0.0293806,0.0219765,0.0168914,-0.0400811,0.00109858,-0.0032631,-0.0145112,-0.00958762,-0.0361501,-0.0229057,-0.0198259,-0.00327887,-0.0461274,-0.0211484,-0.0184532,0.0247377,-0.0125078,-0.0210394,0.00459685,0.0183023,0.00910288,-0.00460032,-0.0139928,-0.0213482,-0.0169368,-0.0342175,0.00676478,-0.0248766,-0.0133189,-0.0387363,-0.0189719,-0.0106781,-0.00978291,-5.57966e-05,-0.0202167,-0.0230478,0.0234583,0.00271959,-0.0173877,-0.0289258,-0.0427507,0.00670006,0.0126724,0.00179169,0.012208,0.000497345,-0.0233945,-0.0472705,-0.0185655,-0.0455569,-0.0264976,-0.00510769,-0.0358879,-0.0134283,-0.0268069,-0.0338807,0.0143632,-0.00589751,-0.031499,-0.00583442,-0.0320268,-0.0315261,-0.0173613,-0.0201603,0.00291357,0.014211,-0.0130943,0.0417522,-0.019131,-0.0264529,-0.0458272,-0.00134251,-0.0471461,0.0181107,-0.00900821,-0.00960244,0.0115737,0.00630481,-0.0217511,0.0208985,-0.015448,-0.022605,-0.0229929,-0.0107154,-0.0268822,-0.00825447,0.00473707,-0.0366198,0.00404725,-0.0246219,-0.039996,0.00329921,-0.0381827,0.0195073,0.0208356,-0.000981989,-0.0263087,-0.0100124,0.0043921,-0.02575,0.0185528,-0.0276413,-0.0405836,-0.00563672,-0.031236,-0.0256534,-0.0453544,-0.0421305,-0.000959406,-0.00522318,-0.0474793,-0.0115484,-0.0457434,-0.00916458,-0.0632002,-0.021186,-0.0230456,-0.0378757,-0.0579417,0.00580994,-0.0078807,-0.0257845,-0.0349449,-0.0279625,-0.0319277,-0.0542418,0.00801329,-0.0187812,-0.0153122,-0.0165997,-0.0320833,-0.0151652,-0.0243845,0.00967163,-0.0344997,-0.0431313,0.0285042,-0.0144763,0.00608271,-0.00353075,0.0256747
0 days 00:17:43.500000,-0.00219654,-0.0102373,-0.0371082,-0.0136772,0.00783258,0.00291705,0.0188101,-0.0167189,0.00228871,0.064378,-0.00411371,0.00956258,-0.023098,0.0251453,-0.0043845,-0.0410481,-0.0146899,0.0195546,0.0229896,-0.0239991,-0.0406277,-0.00635254,-0.0195925,0.0194853,-0.0251525,-0.0218969,-0.0148908,0.0140782,-0.0397905,0.023461,0.00501093,0.0531339,-0.00737551,-0.00766338,0.0192201,0.0372695,0.0226028,0.0132193,-0.026965,-0.00548795,-0.0441238,-0.0026103,0.0139956,-0.0244108,-0.000974105,-0.0186611,-0.0112828,0.000615176,-0.0143628,-0.00487654,-0.0280882,-0.0206864,0.0149764,-0.0256944,-0.0178179,-0.00455975,-0.0164345,0.0330214,0.0292125,-0.0277152,0.0115949,0.0325229,-0.0439374,-0.0168032,-0.0247741,-0.0303237,-0.0240401,0.00248964,-0.0188802,0.0296723,0.00621394,-0.00147048,0.0144524,-0.000136062,-0.0197586,0.0163357,-0.0303353,-0.00326334,-0.009908,-0.0344992,0.00889124,0.019103,-0.0017308,0.0352993,0.000432504,0.00181194,-0.0450252,-0.00678017,-0.0600964,-0.00732779,-0.00162976,-0.00127812,-0.0353005,0.0302185,-0.0504607,0.0320569,-0.00277649,-0.0148034,-0.0168422,0.029834,-0.000330693,-0.00365289,-0.00960446,-0.0257146,0.0129089,0.0146897,-0.0250789,-0.0165379,-0.0105695,-0.0244772,0.035216,0.00181868,0.0164356,-0.0232746,0.0503464,-0.0170909,-0.0291376,-0.0230279,-0.0496744,0.0455079,-0.0093656,-0.0257342,-0.0291416,-0.0452788,0.0118805,0.0181616,-0.053988,0.0284131,-0.0629466,-0.0230701,-0.0375467,-0.0109289,-0.00744532,-0.0114315,-0.0368539,0.0155834,-0.0019233,-0.00296213,-0.00827287,-0.0256676,-0.00861595,-0.0582347,0.00952236,-0.0452759,-0.00983701,-0.00127279,-2.02674e-05,-0.0451664,-0.00347564,-0.00545429,-0.042388,-0.0460264,0.0219203,-0.0102843,-0.00745397,0.00606379,-0.00333264
0 days 00:17:45,-0.0124948,0.0478878,-0.0568078,-0.0649139,-0.00271023,-0.0124389,0.0546802,-0.0044237,0.0572646,0.0429426,-0.00347434,0.0476977,-0.0183446,0.0371445,-0.000803057,-0.036919,-0.0176425,0.0026918,0.0308503,-0.014408,-0.0883483,-0.0217301,-0.0306139,0.039103,0.00436871,-0.0370649,0.0124967,0.00990652,-0.0360909,0.0587145,0.0317786,0.0790534,-0.0132362,-0.00814498,0.0213315,0.0429871,0.0102759,0.0279559,-0.0039676,-0.0205,-0.0628864,0.0368784,0.0230431,-0.0249856,0.0122681,0.0293235,0.00267232,0.00825397,0.0069712,-0.018006,-0.0483788,-0.0240609,-0.0372895,-0.0236932,-0.0348425,0.0133772,0.0231198,0.0450742,0.0283743,-0.0381654,-0.0305486,0.0732154,-0.0685995,0.0115369,-0.0492729,-0.00658983,-0.034546,0.00691873,0.0340647,0.0413193,0.0414493,0.030761,-0.0123383,-0.026794,-0.00853766,0.0499753,-0.0226662,-0.0312784,0.00534013,-0.0566022,0.0036783,0.0674449,-0.0220592,0.0239818,0.00696185,0.0242963,-0.0369331,-0.0013459,-0.0706411,-0.046749,0.0197183,0.0188996,-0.0636407,0.0541318,-0.0696362,0.0245803,-0.0128819,-0.0217875,0.0248534,0.0471609,0.0200464,0.00110459,-0.0494503,-0.0415943,0.0172344,0.0479566,-0.0466403,-0.0418263,0.0413675,-0.072415,0.0283334,0.0140508,0.0560888,-0.0388257,0.0625223,-0.0126545,-0.0482642,-0.00125402,-0.00715078,0.0466307,0.0194778,0.00387277,0.00397108,-0.0433886,0.0221131,0.0442709,-0.0579644,0.0659088,-0.0273415,-0.036097,0.00907643,-0.0450396,-0.0154923,-0.0170201,0.00998324,0.0518257,0.0135536,-0.00537467,-0.00457818,-0.0330352,0.0106657,-0.0481344,0.035511,-0.0807024,-0.0101419,0.0541769,0.0581126,-0.0748929,0.00546071,-0.00653681,-0.0111928,-0.00218663,-0.0122088,-0.0101889,-0.0123413,0.00746883,-0.0347556
0 days 00:17:46.500000,-0.0327849,0.0902801,-0.0448667,-0.0717957,0.0112605,-0.0426125,0.0566888,0.00721965,0.0824638,0.00244633,-0.0236123,0.081571,-0.0232402,0.0184011,0.0168143,-0.0330201,-0.0446001,-0.01651,0.0338345,-0.0358703,-0.104208,-0.0511305,-0.0364822,0.0217861,0.0195559,-0.0511558,0.0250298,-0.010178,-0.0485156,0.0329892,0.0417429,0.0714035,-0.0274863,-0.0198062,0.0214198,0.0116607,-0.0151502,0.0147184,0.0199489,-0.0519833,-0.0600891,0.0411521,0.0140968,-0.0392068,0.00400257,0.0686316,-0.0141262,-0.0107785,0.0160879,-0.0263685,-0.0726887,-0.0203241,-0.0460542,-0.0036426,-0.0433724,0.00703317,0.0467682,0.0279218,0.00752028,-0.0329631,-0.0754998,0.0680845,-0.0941117,0.0153084,-0.0629776,-0.00325673,-0.0421995,-9.50797e-05,0.0815267,0.00174792,0.039593,0.0362804,-0.0371728,-0.0602924,-0.0110018,0.0468034,-0.0264692,-0.0642252,0.020982,-0.0546885,-0.00550068,0.106123,-0.0488314,0.0147665,-0.0150113,-0.00229625,-0.0449865,0.00715057,-0.0932174,-0.0451859,0.0196759,0.00556847,-0.0509186,0.0523469,-0.0732067,0.0168606,-0.0285042,-0.0361165,0.0735176,0.0197774,0.0223655,-0.000495926,-0.0819371,-0.0534068,0.0172639,0.0522438,-0.0768683,-0.0521125,0.0503533,-0.0777124,-0.00587992,0.0268852,0.0571904,-0.0424087,0.0259885,-0.015671,-0.0237988,-0.000370887,0.0398813,-0.0103335,0.0122313,0.0182097,0.00898088,-0.0488955,0.0292904,0.0347054,-0.0694021,0.0571299,0.00754995,-0.0550958,0.0299703,-0.0832146,-0.0389064,-0.0558746,0.0467958,0.0752528,0.00968724,-0.029663,-0.0161003,-0.0406323,-0.0121407,-0.0458749,0.045078,-0.0999084,-0.0372926,0.109229,0.0941936,-0.0787462,-0.0163302,0.00267359,0.0274879,0.0411789,-0.0334631,-0.015438,0.00648778,-0.00423032,-0.046327
0 days 00:17:48,-0.0255395,0.0960975,-0.0237323,-0.044937,0.0370642,-0.0534028,0.0443587,0.00631772,0.0756021,-0.0218583,-0.0317229,0.0862622,-0.0317018,-0.0024171,0.0106222,-0.0291432,-0.0623369,-0.0233843,0.0290963,-0.0470408,-0.0828575,-0.0575338,-0.0238659,0.00271763,0.0253065,-0.0351659,0.010198,-0.0158232,-0.0460801,-0.0235379,0.0449851,0.033305,-0.021016,-0.0132315,0.0127551,-0.0155673,-0.0167464,-0.00735923,0.00420704,-0.0546385,-0.0501764,0.0511755,-0.000908228,-0.0536477,-0.00322631,0.0811659,-0.0353411,-0.0357678,-0.000747773,-0.0257967,-0.0651064,-0.0108798,0.00326972,0.00346625,-0.0232979,-0.00658318,0.0396906,0.0141964,-0.000623982,-0.0292976,-0.0772114,0.0389267,-0.107518,0.00508382,-0.0435128,-0.00193082,-0.0322104,-0.0141696,0.103299,-0.0299267,0.0110443,0.0357052,-0.0352896,-0.0530586,-0.00361601,0.021729,-0.0265999,-0.0309586,0.0450475,-0.0303398,-0.00502872,0.0813931,-0.0365983,0.00125694,-0.0326252,-0.0345257,-0.0523658,-0.00169604,-0.105414,-0.00561785,-0.00648916,-0.0280419,-0.0350168,0.0423428,-0.0615865,0.0170235,-0.0163233,-0.0382742,0.0999809,-0.0161835,0.0161195,-0.0145905,-0.0673561,-0.0304363,0.0326215,0.0311562,-0.0634057,-0.036841,-0.00374176,-0.044176,-0.0314801,0.0170295,0.0463831,-0.0337541,-0.00558483,-0.0219828,-0.00412918,-0.0145547,0.0426084,-0.046784,-0.00180568,0.00762179,-0.00210718,-0.0462828,0.0243563,-0.00398534,-0.0725287,0.0259831,0.0127349,-0.0581827,0.0500343,-0.0683609,-0.0391063,-0.0564068,0.0695834,0.0659947,0.00127831,-0.0315763,-0.00112804,-0.0366253,-0.0345216,-0.0457348,0.0403642,-0.0905143,-0.0418428,0.119616,0.0907326,-0.06306,-0.0319627,-0.00196971,0.0595025,0.0507934,-0.0328149,-0.0221904,0.020563,-0.0163971,-0.0291201
0 days 00:17:49.500000,0.0255297,0.0663806,-0.0137873,-0.0291636,0.045467,-0.0235826,0.0345139,0.00179037,0.0479813,-0.00140335,-0.019021,0.0636437,-0.00340015,0.0111699,-0.0135979,-0.0162264,-0.0510623,-0.0148384,0.0279764,-0.0199513,-0.0509503,-0.0204046,0.00749913,0.00770051,0.0286835,0.014173,-0.00481807,0.00136096,-0.0209726,-0.0472875,0.0459714,-0.000296488,0.00330247,0.0126295,-0.0149241,0.00117255,0.00808455,-0.00392719,-0.0155512,-0.0154226,-0.0403908,0.0701163,-0.00303434,-0.0446144,0.00880891,0.05515,-0.015584,-0.022803,0.00615591,-0.0183235,-0.0193727,-0.00852985,0.021096,0.0104036,0.00814403,-0.00569673,0.00979972,0.026188,0.0138203,-0.023232,-0.0372522,0.0217948,-0.0928153,0.00180875,0.00477208,0.0106574,-0.00903632,-0.0258003,0.0891473,-0.00767807,-0.00822154,0.0356225,-0.00307284,0.00162109,0.0116581,0.0173685,0.00398993,0.0364494,0.0595437,-0.00792505,0.0188688,0.0185379,0.00911365,-0.00946462,-0.0112185,-0.0174234,-0.0306242,-0.0130292,-0.0826672,0.0149461,-0.00893845,-0.0316556,-0.0354373,0.0425046,-0.0292337,0.0206015,0.0186554,-0.00368095,0.0813192,-0.0229902,0.011434,-0.0267547,-0.0209203,0.00745922,0.055988,-0.00338443,-0.0129886,0.00583539,-0.0501886,-0.023013,-0.0302163,-0.0157958,0.0447532,-0.00530607,-0.0010701,-0.0212974,-0.00300945,-0.0123176,-0.000293994,-0.0261613,0.00871606,0.0156534,0.014761,-0.0190886,0.00710135,-0.0190801,-0.0583365,0.0153358,0.0158228,-0.0187004,0.0760259,-0.00187855,-0.00501589,0.006252,0.0629334,0.0345463,0.0110735,0.00410671,0.0279142,-0.0165757,-0.0151808,-0.0368295,0.0439935,-0.0715925,0.00425309,0.0776082,0.0603118,-0.0377697,-0.00114129,-0.0265006,0.0688335,0.0346919,-0.0285119,-0.0107976,0.0111741,-0.032662,0.00336646
0 days 00:17:51,0.0816564,0.0141532,-0.00407029,-0.0276682,0.0332564,0.0199792,0.0210949,0.00416286,-0.00152703,0.0417153,-0.00692303,0.0323371,0.0537793,0.042222,-0.00964886,0.00610014,-0.0269365,0.00355863,0.0331633,-0.00100886,-0.0279389,0.0234953,0.0412877,0.00822204,0.0132015,0.0573221,-0.00330942,0.010773,-0.00954231,-0.0233008,0.033201,-0.00484312,0.00841301,0.0361319,-0.0346468,0.0349145,0.0257984,0.0122451,0.00310955,0.0270632,-0.0208207,0.0404741,0.00687479,-0.0138405,0.0158722,-0.00488781,0.0238696,0.020389,0.0449352,-0.00121176,0.0185737,0.00118079,-0.0150106,0.0320227,0.0246183,-0.0030664,-0.0202103,0.0373411,0.018715,-0.00649883,0.00695427,0.0054911,-0.0495361,0.00890683,0.0502813,0.0077226,0.0136882,-0.0206973,0.0368251,0.0372846,-0.0112608,0.0127577,0.0387245,0.0552904,0.00340442,0.0204147,0.0508227,0.0658833,0.0364621,0.00431751,0.0516102,-0.0195593,0.0473102,-0.00147555,0.0239623,0.0263147,0.00127092,-0.000889069,-0.0403269,-0.0041532,0.031541,-0.00402287,-0.0253058,0.0393261,0.00922087,0.00706486,0.0460199,0.0539748,0.0221255,-0.00224856,0.0145878,-0.0194768,0.00240717,0.0293267,0.0523075,-0.0363283,0.0263199,0.0510869,-0.0344515,-0.0300053,-0.0193852,-0.0351926,0.0263218,0.0394576,-0.00194405,-0.00903539,0.0149539,0.00117635,-0.0314747,0.000646322,0.0157998,0.0524116,0.0548397,0.0124957,-0.00173566,0.0063291,-0.0403567,0.0272071,0.0230192,0.0329223,0.057946,0.0579795,0.0275116,0.0647493,0.0105721,0.00130438,0.028691,0.043222,0.0284985,0.0113954,0.0175364,-0.02393,0.0405861,-0.0555641,0.0372686,0.0138156,0.0180076,-0.000177882,0.0470616,-0.0426752,0.029817,0.00870926,-0.0220251,0.0315202,0.00198058,-0.0583732,0.0124593
0 days 00:17:52.500000,0.0921183,-0.0295348,0.0198259,0.00198538,0.0198354,0.043004,0.0141209,0.00924084,-0.0479041,0.0588314,0.00135619,0.0130782,0.0751877,0.0453397,0.0311109,0.0281961,0.00012375,0.0230642,0.0279939,-0.0187211,-0.0048582,0.0315325,0.0614998,-0.00297038,-0.00817924,0.0574134,-0.00066928,-0.0023136,-0.0119929,0.0118878,0.0162692,0.0120027,-0.00542249,0.0587658,-0.0123772,0.0478588,0.0270999,0.0140475,0.0313602,0.043657,0.0120391,-0.0230697,0.0187051,0.0169582,0.00750988,-0.0529271,0.0362371,0.0413371,0.0502429,0.0245839,0.0259492,0.0527999,-0.00761329,0.047015,0.0334978,-0.0177327,-0.0314204,0.0277691,0.00554392,0.0172895,0.0410672,-0.0190805,0.00456163,0.0226624,0.059509,-0.00164539,0.0340393,0.0117158,-0.020363,0.0600534,-0.00408374,-0.0207123,0.0585274,0.0652154,-0.00446678,-0.00387419,0.0701465,0.0627452,-0.00420585,0.0223595,0.0572379,-0.015036,0.0708507,0.0103866,0.0316859,0.0470109,0.00638436,0.0244655,-0.00175601,-0.0151949,0.0602312,0.0217481,0.00839597,0.0266719,0.0230206,-0.0379484,0.0624461,0.0788193,-0.0350395,0.0265129,0.035334,0.00557713,-0.00354718,0.0414149,0.0223845,-0.0490214,0.0434718,0.0642872,0.000696752,-0.0135833,0.00195263,-0.0133799,-0.0140543,0.0650885,-0.0316492,0.0110183,0.057324,0.0114315,0.00194535,0.00806505,0.0107873,0.0722301,0.0759777,0.0228805,0.0162338,0.0285823,-0.0214732,0.0438401,0.00563351,0.0424392,-0.00583224,0.0692897,0.0332288,0.0704808,-0.0475127,-0.0128448,0.042484,0.0591091,0.0244195,0.0340564,0.0287994,-0.00655177,0.0121272,-0.0221911,0.016335,-0.0283981,-0.0129839,0.040478,0.0590092,-0.0234579,-0.0348301,-0.0183283,0.00448557,0.078588,0.0185698,-0.0611489,-0.00312788
0 days 00:17:54,0.0547144,-0.0370192,0.0474071,0.0673504,0.0112779,0.0497148,0.022312,0.0100024,-0.0528845,0.0382568,0.019983,0.00877884,0.0362041,0.015505,0.0624552,0.0466162,0.0382772,0.0331134,0.00604006,-0.0211054,0.0299063,0.0153265,0.0639374,0.0108402,0.0121731,0.0305985,-0.00402752,-0.0108758,0.0201354,0.029401,0.0145347,0.0247483,0.00476999,0.0856354,0.0338967,0.0532591,0.0320108,0.0207464,0.0311588,0.0517775,0.0477579,-0.0354784,0.0275523,0.0356117,0.0126714,-0.045245,0.0337595,0.0247633,0.00362322,0.0476931,0.0387628,0.126606,0.0689667,0.0422559,0.0516941,-0.0312978,-0.0216147,0.017345,0.0100016,0.0471695,0.0754519,-0.0246606,0.0508686,0.0430521,0.0344284,0.0424426,0.0575414,0.0575758,-0.0341387,0.0592036,0.0192793,-0.018939,0.0463432,0.0382547,0.0475333,-0.0339218,0.0527284,0.0674723,-0.0144852,0.0576779,0.029253,-0.00155372,0.0927577,-0.00465787,0.0224983,0.0398093,-0.00279703,0.0343726,0.0379529,0.0212027,0.0365772,0.0437686,0.0378897,0.0194651,0.0127387,-0.0798252,0.0766583,0.0491549,-0.0499588,0.0439393,0.0664696,0.031885,0.0110194,0.0584984,0.0066802,-0.0349969,0.0632502,0.0470023,0.00034449,0.0537067,0.0511501,0.0282324,-0.0315224,0.0475116,-0.0450066,0.0325314,0.0831698,0.0383628,0.0630462,0.0305676,0.0408843,0.0510508,0.0649974,0.0233124,0.0447328,0.0159598,0.0132069,0.053344,-0.0229886,0.0164906,-0.0420231,0.0467891,0.0315352,0.0559422,-0.0505508,0.000229128,0.0559835,0.0583316,0.0624277,0.0481738,0.0298935,0.0251758,-0.0166016,0.0412376,0.00895454,-0.0275843,-0.00929294,0.0618416,0.0416627,0.0152413,-0.0549363,-0.0302863,0.0427384,0.087518,0.0470801,-0.0104017,0.014974
0 days 00:17:55.500000,0.00364837,-0.014345,0.0545355,0.107355,-0.00303973,0.0497506,0.0119002,0.00560447,-0.0267324,0.00165033,0.0384566,-0.00458916,-0.0142433,-0.0160264,0.054053,0.0581524,0.0716733,0.0287839,-0.0159749,0.0202679,0.0591998,0.00713861,0.0471536,0.0415722,0.0647007,0.0174942,0.0027327,-0.000178964,0.0833376,0.0363163,0.00863149,0.0134241,0.0416124,0.084504,0.0604995,0.0617479,0.0336803,0.0497981,0.018723,0.0618415,0.0716074,0.00333753,0.027745,0.0384042,0.0333301,-0.00417466,0.0455669,0.00297879,-0.0303682,0.0573488,0.0685881,0.137469,0.0970262,0.0326934,0.0561206,-0.0149721,0.00126588,0.0104147,0.0336698,0.0749328,0.0893764,-0.00483706,0.0760151,0.0600448,0.00808418,0.128271,0.0721252,0.0787699,-0.00395988,0.0396512,0.0461646,0.0124315,0.0218562,0.000794636,0.126552,-0.0272413,0.0281013,0.0627954,0.00711083,0.0863674,-0.00403184,-0.0106562,0.0861789,-0.0309646,0.0213517,0.0173963,0.00931953,0.0234913,0.07747,0.0717662,-0.00592682,0.0650684,0.0377884,0.0070637,0.00923227,-0.0641486,0.0624567,0.012769,-0.0257745,0.0299289,0.0696618,0.0384662,0.051254,0.061619,0.0108527,-0.0060231,0.0804671,0.0290164,-0.0117852,0.105512,0.0912459,0.0513576,-0.0114028,0.0113911,-0.0191701,0.0427475,0.0597724,0.0805991,0.0653085,0.0579144,0.0993603,0.0156361,0.0339591,0.0338465,0.0426086,-0.0101544,0.0563671,0.0337019,-0.0114235,0.00245842,-0.0218055,0.0231716,0.0359603,0.0476324,-0.00348671,0.0176789,0.0537038,0.0429243,0.0951783,0.0530162,0.0295898,0.0604603,-0.0232582,0.0985053,0.0592376,-0.00363938,0.0115005,0.0588669,0.02976,0.0369524,-0.011199,-0.0147974,0.055256,0.052839,0.0501068,0.0569051,0.0754891
0 days 00:17:57,-0.0396549,0.00623213,0.0299298,0.0734444,-0.0210398,0.0223575,-0.0395848,-0.00493444,-0.0129025,-0.0422152,0.033189,-0.0452948,-0.032808,-0.0334263,0.0259506,0.0460488,0.0667062,0.0145986,-0.0270222,0.0451142,0.0557676,0.00263233,0.0104378,0.0318929,0.068314,0.0186431,0.0154819,0.00750565,0.105136,0.0419463,-0.0310403,-0.0207034,0.0532871,0.0326382,0.059226,0.0345945,0.00378254,0.0582483,0.0109014,0.0437852,0.0683254,0.00634103,0.0116118,0.0207981,0.0295761,0.0137988,0.042686,-0.0102487,-0.0231708,0.0468285,0.0633033,0.0487553,0.0244082,0.0184446,0.0153836,0.0182252,0.0264696,-0.02245,0.0223907,0.0677506,0.043109,0.00137512,0.0705887,0.0552731,-0.00344695,0.146352,0.0545245,0.0490773,0.0195979,-0.00671315,0.0416345,0.0160227,0.00117734,-0.0352945,0.124194,0.000418105,0.00814918,0.0184668,0.0189757,0.0661079,-0.0314117,-0.0382474,0.0235782,-0.0219198,0.0100078,-0.0199133,0.0316074,0.00444099,0.0858717,0.0761237,-0.0301844,0.0503592,0.0136188,-0.038897,0.0193239,-0.00383992,-0.0015524,0.00589679,0.00481105,-0.0113268,0.0208695,0.0123617,0.0560555,0.0277928,-0.00361361,0.0218186,0.0615418,0.0169086,0.00226615,0.0711585,0.0519647,0.0505347,0.000730814,-0.0131821,0.000798654,0.0246489,0.000901387,0.0765842,0.00670755,0.0296262,0.0945649,-0.0102138,-0.0137372,0.0411282,-0.0050424,-0.0216328,0.0750723,-0.0288562,0.0346304,0.00358962,-0.00036458,0.00361494,0.0216676,0.0166625,0.0369416,0.00576789,0.0147233,0.00469954,0.0399163,0.0348558,0.0103914,0.0685929,-0.0274875,0.100603,0.083373,0.00106244,0.000943555,0.0430843,0.011363,0.0398248,0.0328994,0.00912809,0.0322444,0.0107889,0.0110936,0.0779246,0.085247
